,model
0,0.0
20969,0.08006177323471689
41938,0.14402351485280762
62907,0.19901597464526904
83876,0.23534593157918557
104845,0.2728306612152356
125814,0.30850268575892476
146783,0.3399989208703979
167752,0.372319665567859
188721,0.40065539735495814
209690,0.42520575827924034
230659,0.44688809606958896
251628,0.4646973696923051
272597,0.48136374854317976
293566,0.4997411309258767
314535,0.5180336836239618
335504,0.5321198404915253
356473,0.5471047316380466
377442,0.5612804374185654
398411,0.5747559588158313
419380,0.5899704633132181
440349,0.6033804780720942
461318,0.6141609812533035
482287,0.6269226106090595
503256,0.6395660257056366
524225,0.6508044105117724
545194,0.661669626795468
566163,0.6721304777317012
587132,0.6796033850352152
608101,0.6890423584726828
629070,0.6981438191618083
650039,0.7077712711557937
671008,0.7152086163289637
691977,0.7224853534392246
712946,0.728189440318153
733915,0.7349565703137925
754884,0.7422002665834964
775853,0.7479959431446067
796822,0.7548518488223804
817791,0.7591112227576743
838760,0.7642981929165431
859729,0.7695687572542871
880698,0.7755519887967707
901667,0.7802468087118662
922636,0.7855967193009651
943605,0.7895641443407178
964574,0.7947489158992281
985543,0.7988799042715619
1006512,0.8033073126555822
1027481,0.8071770471412787
1048450,0.8107477489499413
1069419,0.8149454979657762
1090388,0.8186868221170999
1111357,0.8222119655297503
1132326,0.8253657155912585
1153295,0.8285405748548923
1174264,0.8322759534535444
1195233,0.835407439554951
1216202,0.8389349211720052
1237171,0.8414522520597842
1258140,0.8446875892334276
1279109,0.8477736595471658
1300078,0.8508964454329104
1321047,0.8534889101930127
1342016,0.8562548020763618
1362985,0.8582971657997789
1383954,0.8607947672320453
1404923,0.8631052717973592
1425892,0.8654802871137968
1446861,0.8675287199251585
1467830,0.8698239043259438
1488799,0.8725366624564506
1509768,0.8748571488871276
1530737,0.8771391289532826
1551706,0.8783078527205289
1572675,0.8807990992531994
1593644,0.8831837769782915
1614613,0.8854247659048011
1635582,0.8879671616261321
1656551,0.8898270370628186
1677520,0.8910374992751035
1698489,0.8935826859501749
1719458,0.895520746200053
1740427,0.8966353133529397
1761396,0.8986303811415214
1782365,0.8999390004404537
1803334,0.9012184979701379
1824303,0.9026510281110423
1845272,0.9040107117759562
1866241,0.9054547787427125
1887210,0.9067896079688993
1908179,0.9085019367829256
1929148,0.910174151972184
1950117,0.9110596184949102
1971086,0.9125007738390873
1992055,0.9133835278330714
2013024,0.9145847526997457
2033993,0.9166841879810956
2054962,0.9179833750767015
2075931,0.919631904753531
2096900,0.9208096836978867
2117869,0.9215964023062355
2138838,0.9233775467165918
2159807,0.9247043506857304
2180776,0.9255785538937389
2201745,0.9262137184950289
2222714,0.9277733494088982
2243683,0.9291459400054475
2264652,0.9309170715735494
2285621,0.9323611340362703
2306590,0.9332143964095675
2327559,0.9344522905114211
2348528,0.9352932193017638
2369497,0.9360868107917233
2390466,0.9367997939736064
2411435,0.9378813074091052
2432404,0.9389742566322049
2453373,0.9402779886135653
2474342,0.9413240520903228
2495311,0.9421776446586101
2516280,0.9434958281896126
2537249,0.9443250166337848
2558218,0.9449616258450526
2579187,0.9458862285728669
2600156,0.9468089294546955
2621125,0.9475199219879732
2642094,0.9487531273893858
2663063,0.9494859412041101
2684032,0.9509047498376215
2705001,0.9521799754800876
2725970,0.9529785549123121
2746939,0.9532877393702647
2767908,0.9539520848113409
2788877,0.9542489394647387
2809846,0.9547977794219756
2830815,0.9556052667423106
2851784,0.95694428966161
2872753,0.9579317048498641
2893722,0.9590514274563995
2914691,0.9603010610768976
2935660,0.9612290840606184
2956629,0.9619827396443951
2977598,0.9621098789966714
2998567,0.9626011616954191
3019536,0.9634344571092809
3040505,0.9639934104005666
3061474,0.9647808649722517
3082443,0.965134364284428
3103412,0.9660302427869141
3124381,0.9669539935763826
3145350,0.967594820399664
3166319,0.9681650978929446
3187288,0.9686252787380957
3208257,0.9690557111240216
3229226,0.9694948089849479
3250195,0.9696075307271567
3271164,0.9701360497652548
3292133,0.9707458155559461
3313102,0.9712007675226715
3334071,0.9719924914157516
3355040,0.9726340103319439
3376009,0.9732710526193566
3396978,0.9738202964243612
3417947,0.9742298073285905
3438916,0.9744399435978813
3459885,0.9747161435085413
3480854,0.9755662772499564
3501823,0.975404649979016
3522792,0.9756516063794167
3543761,0.9761194580717263
3564730,0.9767885201057884
3585699,0.9768008903853204
3606668,0.9772730519826043
3627637,0.977583818735894
3648606,0.9778095922591978
3669575,0.9782441697214527
3690544,0.9787720267101653
3711513,0.9795616027102513
3732482,0.9803513708950492
3753451,0.980831408444953
3774420,0.9811058574340299
3795389,0.9824043119923699
3816358,0.982979691731251
3837327,0.9830096504534349
3858296,0.9831494564712445
3879265,0.9841887443296772
3900234,0.9846738608774965
3921203,0.9852720428691173
3942172,0.9859811473779411
3963141,0.9864664888743713
3984110,0.9882046807394931
4005079,0.9879350716518248
4026048,0.988667195779707
4047017,0.9900357685241369
4067986,0.9901530581469224
4088955,0.9924812958490474
4109924,0.9931765300750408
4130893,0.9941217155670383
4151862,0.9946485066955345
4172831,0.9961250731215282
4193800,0.9999274013646874
